X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,1.5,383.0358105160004,0.3076923076923077,10,4,3,12,25,7,0,147.20999999999998,0.34831831323821205,-0.5557999999999992,7.510635569183123,0,2,2,0,1,1,0,1,1
Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,3.3,534.1103724240006,0.45,14,6,5,16,36,8,0,203.44,0.09394917710960603,-1.4421999999999964,7.515760667773923,0,4,4,0,1,1,0,3,3
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.1,424.06888447200043,0.3125,12,4,3,13,29,8,0,173.76,0.29500804859666163,-0.5359999999999987,7.824194110349227,0,2,2,0,1,1,0,1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1,2.02,339.0525061360004,0.46153846153846156,9,2,2,10,23,6,0,136.79999999999998,0.49055928296471096,-0.7982199999999984,7.38865884676745,0,2,2,0,0,0,0,1,1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.42,392.2926597600011,0.9583333333333334,4,3,4,4,28,9,0,77.76,0.659162096020487,4.477900000000006,9.080385359698358,4,0,4,0,0,0,4,0,4
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,25.8,315.0848482560005,0.2222222222222222,1,0,3,3,21,5,0,3.24,0.6542213588943051,5.188000000000004,7.7026602124260855,0,1,1,2,0,2,0,0,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,7.0,478.1142933760006,0.4090909090909091,10,7,4,11,33,10,0,181.61999999999998,0.3283008516696476,0.4390000000000007,8.043393123042316,3,0,3,1,0,1,0,0,0
CC(C)C(=O)OCC(=O)[C@]12O[C@@H](C3CCCCC3)O[C@@H]1C[C@@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1.04,540.3087037480012,0.78125,7,1,6,7,39,10,0,99.13000000000001,0.5046539264256359,4.703900000000005,9.138904634300093,5,1,6,0,0,0,4,1,5
CC(C)[N@+]1(C)[C@H]2CC[C@H]1C[C@H](OC(=O)[C@H](c1ccccc1)C1CCCC1)C2,3.3,370.274055812091,0.7083333333333334,3,0,4,3,27,8,0,26.3,0.5352933903920066,5.052000000000005,8.985503419495187,1,2,3,1,0,1,1,2,3
O=C(O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,50.6,389.1950709640007,0.55,8,3,3,8,28,7,0,110.18,0.6408229148083995,1.1170000000000004,8.307391918863074,0,2,2,1,0,1,0,2,2
CC(C)[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,3.6,588.3019956200011,0.5185185185185185,15,9,2,15,42,12,0,235.90999999999997,0.09061942799871027,-1.9657299999999893,9.035536186235023,0,1,1,1,0,1,0,1,1
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,7.9,343.1783582800007,0.6,5,1,3,5,25,6,0,79.55,0.8721299909048751,4.052780000000003,6.7234405647619795,2,0,2,1,0,1,2,0,2
C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,19.9,357.1704343640006,0.2727272727272727,1,1,3,4,26,7,0,12.03,0.5224072222569837,6.142000000000005,7.188947375231628,0,0,0,3,0,3,0,0,0
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,11.7,465.1830623080008,0.43478260869565216,7,3,3,9,32,12,0,86.05,0.43603493823663086,3.358100000000002,8.096996821046615,0,1,1,2,0,2,0,1,1
COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,10.6,448.1223559600006,0.36363636363636365,6,0,3,8,30,10,0,59.080000000000005,0.6218604517877251,4.021900000000003,7.705193311965853,0,1,1,2,0,2,0,0,0
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,4.0,303.0534451120003,0.5,8,4,3,10,20,5,0,119.31000000000002,0.648649936215886,-0.34940000000000027,7.6492619788368845,0,1,1,0,2,2,0,1,1
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,5.06,321.05902743200045,0.3125,3,0,3,5,21,4,0,29.54,0.807761185070717,3.6739000000000024,7.849414159459651,0,1,1,1,1,2,0,0,0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,68.8,531.0630595720006,0.38095238095238093,5,3,4,9,30,5,0,64.60000000000001,0.5262225719674639,3.781100000000002,5.977247680900067,0,2,2,2,0,2,0,2,2
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,0.47,396.0974042620005,0.2222222222222222,8,2,2,9,27,14,0,103.68,0.5171649993731093,3.3629000000000033,7.631763072179919,0,0,0,2,0,2,0,0,0
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,25.2,480.2233513760009,0.43478260869565216,12,3,5,12,35,9,0,139.79000000000002,0.5470559666602671,0.661800000000002,6.758437077089924,0,3,3,1,1,2,0,1,1
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,0.36,507.33083616000124,0.7407407407407407,9,4,2,9,36,22,0,136.9,0.1538767057372113,4.025400000000004,8.967256698038579,0,1,1,0,1,1,0,1,1
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@](=O)C3)S[C@@H]12,0.9,349.0112355800004,0.6666666666666666,6,2,3,9,21,6,0,94.91,0.7097496186285569,0.4064000000000001,7.2707990749319915,0,3,3,0,0,0,0,2,2
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,38.9,449.1185439040006,0.3333333333333333,6,3,4,9,30,7,0,77.99,0.533055458733566,5.037700000000004,6.739980952143909,0,1,1,1,2,3,0,1,1
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)c1,5.01,434.1954053120007,0.2916666666666667,8,3,3,8,32,13,0,105.60000000000001,0.17974464562721468,4.198000000000002,6.802594605573862,0,0,0,2,1,3,0,0,0
CCC[C@H](Nc1nc(-c2ccc(NC(=O)NCC)c(OC)c2)ncc1C)c1cccnc1,2.9,434.2430242000009,0.3333333333333333,8,3,3,8,32,13,0,101.06,0.44045558325110246,4.950320000000004,7.9292212316705255,0,0,0,1,2,3,0,0,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.17,243.085520516,0.5555555555555556,8,5,2,8,17,6,0,130.82999999999998,0.4489304892314893,-2.563,7.074063990384425,0,1,1,0,1,1,0,1,1
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,2.6,519.1010515400006,0.17391304347826086,7,3,4,12,35,6,0,110.86,0.3670492157866047,5.364900000000003,7.318886802890416,0,0,0,2,2,4,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,2.31,337.2041791040008,0.6818181818181818,3,1,5,3,25,3,0,46.260000000000005,0.7210430866196731,4.221000000000004,8.620204895562994,4,0,4,0,1,1,3,0,3
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,10.0,314.06511942000026,0.07142857142857142,9,1,3,9,23,4,0,118.05000000000001,0.3989019993697669,1.7404999999999997,6.512798511461469,0,1,1,1,1,2,0,1,1
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,25.0,474.23793882000086,0.34615384615384615,9,2,5,9,35,8,0,93.79999999999998,0.5706345117127313,2.643700000000001,8.026443652519289,0,2,2,2,1,3,0,1,1
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,5.7,493.16714196400073,0.23076923076923078,8,2,4,9,35,7,0,110.25999999999999,0.4363022246167922,4.023600000000002,6.417209091075311,0,0,0,3,1,4,0,0,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,14.24,527.1791461280006,0.4444444444444444,11,6,5,11,38,12,0,185.84,0.3051291560965146,1.0288999999999997,8.43785169614776,2,1,3,2,0,2,0,1,1
Cc1cc(OC[C@H](O)CNC(C)C)c(C)c(C)c1O,3.1,267.1834436600003,0.6,4,3,1,4,19,13,0,61.72,0.7380439530309557,2.0551600000000003,7.830009239243145,0,0,0,1,0,1,0,0,0
C=C1CC[C@@H]2[C@](C)(COC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,1.9,532.2308473520009,0.6071428571428571,10,2,3,10,38,13,0,153.5,0.22913718798316304,3.5992000000000024,8.738092413065841,2,1,3,0,0,0,2,0,2
Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,2.1,440.0499172040003,0.16666666666666666,8,4,4,12,30,5,0,121.68,0.5684562681095354,1.9177000000000002,6.364038632832537,0,1,1,1,2,3,0,1,1
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,12.0,464.09864331200055,0.38095238095238093,10,7,4,11,32,9,0,181.61999999999998,0.3342986617953946,0.2649000000000006,7.877433202331618,3,0,3,1,0,1,0,0,0
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0.78,245.081184084,0.5555555555555556,7,4,2,8,17,5,0,110.60000000000001,0.5910181091914157,-1.3947000000000003,7.9033825491344425,0,1,1,0,1,1,0,1,1
CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,26.6,301.24056461200087,0.7,2,0,3,2,22,10,0,12.47,0.803453504615171,4.306300000000004,8.883448807145024,2,0,2,1,0,1,2,0,2
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,3.05,560.3533624960013,0.8,14,7,0,14,39,28,0,205.84,0.05957996992949681,0.9221000000000046,8.363491240690495,0,0,0,0,0,0,0,0,0
CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,8.4,263.1885290400002,0.625,3,2,2,3,19,8,0,43.7,0.8775816874821687,2.7326000000000006,8.023144907458898,1,0,1,1,0,1,1,0,1
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(CO)C[C@H]21,7.33,386.28209507600104,0.68,3,2,3,3,28,14,0,49.69,0.43164197376289165,6.2235000000000085,8.677187484367433,1,1,2,1,0,1,0,0,0
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,8.0,233.141578848,0.5,3,1,2,3,17,4,0,38.33,0.8123400616112664,2.0852999999999997,7.753866260404923,0,1,1,1,0,1,0,1,1
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.18,392.2463782640009,0.48,4,0,4,4,29,7,0,32.78,0.7535438022154654,3.5634000000000023,8.18968882437301,0,2,2,2,0,2,0,2,2
C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,3.9,245.177964356,0.625,2,3,3,2,18,3,0,46.25,0.7374329703078921,3.113600000000001,8.685171492281837,2,0,2,1,0,1,1,0,1
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,11.0,311.18852904000073,0.7,3,1,4,3,23,3,0,61.089999999999996,0.8001121130289811,3.8371800000000027,8.324139240965861,4,0,4,0,0,0,2,0,2
CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,3.1,398.10781343200046,0.2857142857142857,6,1,5,8,29,3,0,81.42,0.4988914769961034,2.7479000000000013,7.406243805168451,0,2,2,1,2,3,0,0,0
CN1C[C@H](C(=O)N[C@]2(C)O[C@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.55,583.2794692840012,0.48484848484848486,10,3,8,10,43,7,0,118.21000000000001,0.43313608627344474,2.0811000000000024,8.918776856996923,1,4,5,2,1,3,0,4,4
CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,5.7,326.1994280720007,0.55,4,1,5,4,24,7,0,45.59,0.9352397721690103,3.3972000000000024,8.808955541572058,0,3,3,1,1,2,0,3,3
C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,4.6,292.19394876800067,0.35,2,0,3,2,22,8,0,16.130000000000003,0.8228463092477183,4.146700000000004,7.782566160677537,1,0,1,1,1,2,0,0,0
CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,2.1,396.2273741360008,0.47619047619047616,8,2,4,8,29,9,0,92.63,0.47016975266866856,2.2785000000000006,7.932390713104578,0,1,1,0,3,3,0,1,1
O=C(O[C@H]1C[C@H]2CC3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,0.13,324.1473925000006,0.47368421052631576,5,1,6,5,24,2,0,62.4,0.8624002843059125,2.519000000000001,8.664550303152549,0,4,4,1,1,2,0,4,4
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,14.0,444.1532657280007,0.4090909090909091,10,7,4,10,32,10,0,181.62,0.3322174879037973,-0.3475999999999985,8.272747586127089,3,0,3,1,0,1,0,0,0
COc1cccc2c1[C@H](CO)N1[C@H](C#N)[C@@H]3C[C@H](C(=O)O)[C@H]([C@@H]1C2)N3C,1.52,357.1688562160007,0.5789473684210527,7,2,4,7,26,6,0,97.03,0.8190022869315865,0.6345799999999997,8.71741285763979,0,3,3,1,0,1,0,2,2
CC(=N)N1CC[C@H](Oc2ccc([C@H](Cc3ccc4ccc(C(=N)N)cc4c3)C(=O)O)cc2)C1,24.02,444.21614075600075,0.2692307692307692,7,5,4,7,33,8,0,123.49000000000002,0.3241026510087645,3.9850400000000015,8.25383188536175,0,1,1,3,0,3,0,1,1
C/C(=C\[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]1CCCCN1C(C)C)C(C)(C)C)C(=O)O,17.5,437.3253568560012,0.7916666666666666,7,2,1,7,31,14,0,89.95,0.5688573541500028,3.294100000000001,8.838146165329414,0,1,1,0,0,0,0,1,1
O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,4.01,608.1754577160009,0.3103448275862069,15,10,7,15,44,14,0,241.19999999999996,0.10731763027211352,-0.7336000000000009,8.49441565919643,0,2,2,3,2,5,0,1,1
O=C1c2ccc3ccccc3c2C(=O)N1CCNCCCNCCN1C(=O)c2ccc3ccccc3c2C1=O,52.6,520.2110553760008,0.22580645161290322,8,2,6,8,39,10,0,98.82,0.24556197810726915,3.454500000000002,7.88191081435388,0,2,2,4,0,4,0,0,0
COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,1.72,656.4261335120016,0.6571428571428571,12,8,3,12,47,26,0,191.68999999999997,0.12729024820025583,2.5236000000000036,9.279880035588102,1,0,1,1,1,2,1,0,1
CCC#CC[C@H](C)[C@H](O)C#C[C@H]1[C@H]2CC(=CCOCCCC(=O)O)C[C@H]2C[C@H]1O,0.41,402.2406241880009,0.7083333333333334,5,3,2,5,29,12,0,86.99000000000001,0.3300504066934417,3.005100000000001,8.850724552874349,2,0,2,0,0,0,2,0,2
COc1ccc2[nH]c([S@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,0.83,345.11471246800056,0.29411764705882354,6,1,3,7,24,9,0,77.10000000000001,0.7692390365670643,2.8997400000000013,7.925073208402485,0,0,0,1,2,3,0,0,0
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,3.5,244.121177752,0.2857142857142857,4,0,2,4,18,6,0,44.12,0.776550261358108,2.669100000000001,7.998033846600294,0,0,0,1,1,2,0,0,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,25.0,324.2089301360008,0.6818181818181818,2,1,4,2,24,3,0,37.3,0.5834905102158031,4.048700000000004,8.695579659041606,4,0,4,0,0,0,3,0,3
Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,51.94,638.2803937120011,0.5483870967741935,8,1,5,14,45,10,0,87.38000000000001,0.27636303977709736,7.103640000000007,8.2270641315992,1,1,2,2,1,3,1,0,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,6.7,435.15943440400065,0.375,7,3,6,8,32,5,0,107.44,0.44500096085161456,2.4731200000000007,6.607507134413728,1,2,3,1,2,3,0,0,0
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,1.4,285.06709358000046,0.6666666666666666,6,2,3,7,19,5,0,87.07000000000001,0.7287201963811908,0.3736999999999999,7.176917721642947,0,3,3,0,0,0,0,2,2
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.44,291.1041477840005,0.35714285714285715,5,1,3,6,20,2,0,62.300000000000004,0.9034566339582102,1.2187999999999999,7.592581560004312,0,1,1,1,1,2,0,1,1
Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,1.0,305.08187105200045,0.25,4,4,3,5,21,4,0,72.72,0.6113669325066001,2.734400000000001,5.256440729346989,0,1,1,2,0,2,0,0,0
C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,2.24,242.094294308,0.13333333333333333,3,1,2,3,18,5,0,46.53,0.8893527006971171,3.6670000000000016,7.853883616734099,0,0,0,2,0,2,0,0,0
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.5,501.23107961200094,0.3333333333333333,8,1,4,9,36,13,0,92.59,0.3433324713973834,4.221220000000003,7.3881165834369105,0,0,0,2,2,4,0,0,0
N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,13.42,398.1390333080005,0.45,8,2,5,9,29,3,0,107.59,0.800483046125908,1.2223799999999996,5.08326546396829,1,2,3,1,1,2,1,2,3
CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,0.6,496.0646453560005,0.6,13,3,3,17,32,13,0,169.0,0.1885085511958729,-1.290599999999999,7.810259770413937,0,2,2,0,1,1,0,1,1
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1.3,376.20498762800077,0.7272727272727273,4,2,4,5,27,7,0,74.6,0.7769741500122378,2.6367000000000016,8.764313890284235,4,0,4,0,0,0,3,0,3
Nc1ccn([C@@H]2O[C@H](CO)C[C@@H]2F)c(=O)n1,1.8,229.086269464,0.5555555555555556,6,3,2,7,16,4,0,90.36999999999999,0.7092691902280303,-0.5566,3.6992113454947324,0,1,1,0,1,1,0,1,1
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,10.6,538.1636943080007,0.5925925925925926,6,1,5,10,37,8,0,93.81,0.5437695227604175,4.9268000000000045,8.662854439176243,4,0,4,0,1,1,3,0,3
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,12.5,318.1555125720006,0.5333333333333333,4,2,1,7,22,11,0,56.84,0.432027738820179,3.201500000000001,7.843099622310225,0,0,0,1,0,1,0,0,0
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2.6,441.1396813280005,0.21052631578947367,13,7,3,13,32,10,0,213.27999999999994,0.25885401450618384,-0.04479999999999945,7.830710623008187,0,0,0,1,2,3,0,0,0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,1.3,473.16589607600054,0.3,14,8,3,14,34,10,0,219.83999999999997,0.21313148229853152,-0.7310999999999974,7.538523621089955,0,1,1,1,1,2,0,0,0
C[C@@H](O[C@H]1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.2,614.1165185940006,0.391304347826087,10,3,4,18,41,10,0,129.91,0.2645675860464442,4.366300000000004,7.518903484988163,0,1,1,2,1,3,0,1,1
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,1.5,430.13926907400065,0.42105263157894735,9,5,1,10,29,17,0,153.75,0.1400493691443843,1.0550999999999997,8.5989472416411,0,1,1,0,0,0,0,0,0
CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,0.38,315.07508501800055,0.8888888888888888,8,1,0,10,19,12,0,97.29999999999998,0.30501454767046554,2.5303000000000004,6.377286621478892,0,0,0,0,0,0,0,0,0
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]32C)/C1=C(/CCC=C(C)C)C(=O)O,9.8,516.3450892560013,0.8064516129032258,6,3,4,6,37,14,0,104.06000000000002,0.24722169401317395,5.6661000000000055,9.21822792443442,4,0,4,0,0,0,4,0,4
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1.3,570.1532827920007,0.36,14,4,5,15,40,10,0,185.09,0.27983270647184366,1.1393,8.261001179110211,0,3,3,1,1,2,0,3,3
CCCNc1nc(NCCC)nc(N(C)OC)n1,5.61,254.18550932399998,0.7272727272727273,7,2,1,7,18,12,0,75.2,0.6809658442008395,1.513,7.880844595879232,0,0,0,0,1,1,0,0,0
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,2.52,510.46182204027167,0.8,6,0,1,6,36,30,0,27.69,0.2058221894673444,5.452500000000005,8.622769481481962,0,0,0,1,0,1,0,0,0
COc1ccc(CCN(C)CCC[C@](C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,1.8,484.29372238000104,0.5357142857142857,7,0,2,7,35,22,0,73.18,0.36922880416939863,5.101680000000005,8.333363618525702,0,0,0,2,0,2,0,0,0
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,8.3,389.1499323400006,0.4444444444444444,9,3,4,10,28,7,0,123.04,0.7304236261034949,0.966,7.869377581141859,1,1,2,0,2,2,1,1,2
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,10.0,490.22499118800096,0.5416666666666666,9,3,3,10,34,10,0,124.68,0.5417624275928407,3.0740000000000016,7.800134940715017,1,1,2,1,0,1,1,0,1
N[C@@H](CCC(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O)C(=O)O,0.5,326.11140091600043,0.35714285714285715,9,7,1,9,23,11,0,170.17999999999998,0.3438241234444797,-0.5981999999999998,6.944097908234226,0,0,0,1,0,1,0,0,0
O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.37,382.0463430020005,1.0,9,6,1,12,22,13,0,140.51000000000002,0.20880995925618565,-1.4322,8.322442264568826,0,1,1,0,0,0,0,1,1
O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,12.6,448.2222887560008,0.5,9,1,6,9,33,5,0,94.28,0.6243883066833762,1.0870999999999995,7.830373715411666,0,3,3,0,3,3,0,1,1
C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,10.3,543.1915807960008,0.3333333333333333,7,2,5,11,38,9,0,76.62,0.35144423863511004,5.092100000000005,7.629788016167583,0,1,1,2,2,4,0,1,1
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.062,369.1576228360007,0.5238095238095238,6,0,5,6,27,5,0,65.07000000000001,0.4513002015208058,1.9886,8.736222678713762,2,2,4,1,0,1,0,1,1
COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,9.8,545.262481828001,0.6551724137931034,10,2,5,10,39,15,0,123.99000000000002,0.4476247910169288,2.5807,8.974760210929634,1,3,4,1,0,1,0,1,1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,1.67,364.10592161200043,0.25,7,2,5,7,27,4,0,101.65,0.49943274536154453,1.7852,7.550951882418774,0,2,2,1,2,3,0,0,0
CN1C(=O)[C@H](O)C[C@H]1c1cccnc1,5.9,192.089877624,0.4,4,1,2,4,14,3,0,53.43000000000001,0.6979648622782105,0.3456999999999999,5.644882434924924,0,1,1,0,1,1,0,1,1
